source_phase,experiment_id,method,method_short,model,seed_name,split,true_label,pred_label,count,row_total,row_rate
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笛子,中阮,0,40,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笛子,笛子,40,40,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笛子,唢呐,0,40,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笛子,笙,0,40,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,二胡,0,52,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,琵琶,0,52,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,中阮,1,52,0.019230769230769232
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,笛子,0,52,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,唢呐,50,52,0.9615384615384616
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,唢呐,笙,1,52,0.019230769230769232
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,二胡,0,36,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,琵琶,0,36,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,中阮,1,36,0.027777777777777776
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,笛子,0,36,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,唢呐,1,36,0.027777777777777776
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,test,笙,笙,34,36,0.9444444444444444
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,二胡,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,琵琶,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,中阮,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,笛子,1,113,0.008849557522123894
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,唢呐,34,113,0.3008849557522124
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,二胡,笙,78,113,0.6902654867256637
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,二胡,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,琵琶,2,85,0.023529411764705882
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,中阮,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,笛子,5,85,0.058823529411764705
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,唢呐,35,85,0.4117647058823529
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,琵琶,笙,43,85,0.5058823529411764
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,唢呐,13,94,0.13829787234042554
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,中阮,笙,81,94,0.8617021276595744
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,唢呐,93,94,0.9893617021276596
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笛子,笙,1,94,0.010638297872340425
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,二胡,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,琵琶,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,中阮,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,笛子,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,唢呐,45,45,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,唢呐,笙,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,二胡,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,琵琶,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,中阮,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,笛子,7,179,0.03910614525139665
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,唢呐,115,179,0.6424581005586593
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed0,external_test,笙,笙,57,179,0.31843575418994413
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,二胡,37,37,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,琵琶,0,37,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,中阮,0,37,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,笛子,0,37,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,唢呐,0,37,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,二胡,笙,0,37,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,二胡,0,32,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,琵琶,32,32,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,中阮,0,32,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,笛子,0,32,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,唢呐,0,32,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,琵琶,笙,0,32,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,二胡,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,琵琶,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,中阮,51,51,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,笛子,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,唢呐,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,中阮,笙,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,二胡,0,49,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,琵琶,0,49,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,中阮,0,49,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,笛子,49,49,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,唢呐,0,49,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笛子,笙,0,49,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,二胡,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,琵琶,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,中阮,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,笛子,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,唢呐,34,34,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,唢呐,笙,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,二胡,0,39,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,琵琶,0,39,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,中阮,0,39,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,笛子,0,39,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,唢呐,0,39,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,test,笙,笙,39,39,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,二胡,3,113,0.02654867256637168
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,琵琶,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,中阮,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,笛子,1,113,0.008849557522123894
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,唢呐,42,113,0.37168141592920356
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,二胡,笙,67,113,0.5929203539823009
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,二胡,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,琵琶,14,85,0.16470588235294117
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,中阮,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,笛子,1,85,0.011764705882352941
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,唢呐,48,85,0.5647058823529412
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,琵琶,笙,22,85,0.25882352941176473
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,唢呐,20,94,0.2127659574468085
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,中阮,笙,74,94,0.7872340425531915
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,唢呐,94,94,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笛子,笙,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,二胡,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,琵琶,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,中阮,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,笛子,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,唢呐,45,45,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,唢呐,笙,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,二胡,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,琵琶,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,中阮,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,笛子,6,179,0.0335195530726257
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,唢呐,113,179,0.6312849162011173
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed1,external_test,笙,笙,60,179,0.33519553072625696
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,二胡,30,30,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,琵琶,0,30,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,中阮,0,30,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,笛子,0,30,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,唢呐,0,30,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,二胡,笙,0,30,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,二胡,0,9,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,琵琶,9,9,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,中阮,0,9,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,笛子,0,9,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,唢呐,0,9,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,琵琶,笙,0,9,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,二胡,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,琵琶,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,中阮,34,34,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,笛子,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,唢呐,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,中阮,笙,0,34,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,二胡,0,66,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,琵琶,0,66,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,中阮,0,66,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,笛子,63,66,0.9545454545454546
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,唢呐,1,66,0.015151515151515152
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笛子,笙,2,66,0.030303030303030304
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,二胡,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,琵琶,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,中阮,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,笛子,0,51,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,唢呐,50,51,0.9803921568627451
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,唢呐,笙,1,51,0.0196078431372549
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,二胡,0,43,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,琵琶,0,43,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,中阮,0,43,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,笛子,0,43,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,唢呐,0,43,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,test,笙,笙,43,43,1.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,二胡,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,琵琶,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,中阮,0,113,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,笛子,3,113,0.02654867256637168
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,唢呐,19,113,0.168141592920354
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,二胡,笙,91,113,0.8053097345132744
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,二胡,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,琵琶,3,85,0.03529411764705882
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,中阮,0,85,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,笛子,3,85,0.03529411764705882
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,唢呐,24,85,0.2823529411764706
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,琵琶,笙,55,85,0.6470588235294118
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,唢呐,10,94,0.10638297872340426
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,中阮,笙,84,94,0.8936170212765957
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,二胡,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,琵琶,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,中阮,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,笛子,0,94,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,唢呐,91,94,0.9680851063829787
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笛子,笙,3,94,0.031914893617021274
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,二胡,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,琵琶,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,中阮,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,笛子,0,45,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,唢呐,44,45,0.9777777777777777
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,唢呐,笙,1,45,0.022222222222222223
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,二胡,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,琵琶,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,中阮,0,179,0.0
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,笛子,5,179,0.027932960893854747
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,唢呐,83,179,0.46368715083798884
1,exp01_mfcc_svm,MFCC+SVM,mfcc_svm,mfcc_svm,seed2,external_test,笙,笙,91,179,0.5083798882681564
1,exp01_clap_zeroshot,CLAP zero-shot,clap_zeroshot,clap_htsat_unfused,seed0,test,二胡,二胡,0,31,0.0
1,exp01_clap_zeroshot,CLAP zero-shot,clap_zeroshot,clap_htsat_unfused,seed0,test,二胡,琵琶,9,31,0.2903225806451613
