method,model,split,label_id,label,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std,source_phase,method_short,is_best_phase2,is_best_lora,rank_in_split_class_by_f1_mean,is_best_in_class
MERT linear probe,mert_v1_95m,test,4,唢呐,0.9554815636946602,0.0473928314036279,0.9509090909090908,0.0684419280898862,0.961161387631976,0.03363998028611,1,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,test,5,笙,0.9280291069271932,0.0562017892184961,0.8948024948024949,0.0921162748117844,0.96668985622474,0.0114826310087651,1,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,external_test,0,二胡,0.2936498273159663,0.173722577605459,0.5648567119155354,0.0597445017204777,0.2182890855457226,0.1661110115079774,2,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,external_test,1,琵琶,0.6517430647876747,0.0407055848686768,0.4991785744844699,0.0505771255602435,0.9450980392156864,0.0339617805405662,2,mert_linear,False,False,2,False
MERT linear probe,mert_v1_95m,external_test,2,中阮,0.0269374012231154,0.011664237113275,0.2722222222222222,0.1182433147432931,0.0141843971631205,0.0061420241403151,2,mert_linear,False,False,6,False
MERT linear probe,mert_v1_95m,external_test,3,笛子,0.5349322352974053,0.0795587058209741,0.5952055078594832,0.1341204932703998,0.5602836879432624,0.2807247728087202,2,mert_linear,False,False,2,False
MERT linear probe,mert_v1_95m,external_test,4,唢呐,0.3515947000500484,0.0460907871574157,0.2244032787533617,0.0414558863006026,0.837037037037037,0.0678900102956421,2,mert_linear,False,False,5,False
MERT linear probe,mert_v1_95m,external_test,5,笙,0.5167953193853991,0.0151838561145888,0.6219992685197501,0.0921578311096116,0.4469273743016759,0.0256009815360661,2,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,test,0,二胡,0.9945355191256832,0.0094647585113053,0.989247311827957,0.0186242022319233,1.0,0.0,2,mert_linear,False,False,3,False
MERT linear probe,mert_v1_95m,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0,2,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,test,2,中阮,0.992648527707859,0.0065016515825938,0.9935897435897436,0.0111028897921081,0.991869918699187,0.0140817138826738,2,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,test,3,笛子,0.9340780166276238,0.0750365365153182,0.9713064713064714,0.0252676460153539,0.9055864770150484,0.1297955042733211,2,mert_linear,False,False,4,False
MERT linear probe,mert_v1_95m,test,4,唢呐,0.9554815636946602,0.0473928314036279,0.9509090909090908,0.0684419280898862,0.961161387631976,0.03363998028611,2,mert_linear,False,False,5,False
MERT linear probe,mert_v1_95m,test,5,笙,0.9280291069271932,0.0562017892184961,0.8948024948024949,0.0921162748117844,0.96668985622474,0.0114826310087651,2,mert_linear,False,False,5,False
MERT+LoRA (r=4),mert_v1_95m,external_test,0,二胡,0.1784511784511784,0.3090865077479815,0.2078431372549019,0.3599948737300019,0.1563421828908554,0.2707926041331873,2,mert_lora_r4,False,False,6,False
MERT+LoRA (r=4),mert_v1_95m,external_test,1,琵琶,0.438848606502533,0.1959196531414433,0.5667589133342558,0.0814773401713324,0.4235294117647059,0.2580201435230743,2,mert_lora_r4,False,False,6,False
MERT+LoRA (r=4),mert_v1_95m,external_test,2,中阮,0.2451939202161161,0.2058117851818336,0.4113788487282463,0.3024003938205521,0.2695035460992908,0.3307010902704755,2,mert_lora_r4,False,False,3,False
MERT+LoRA (r=4),mert_v1_95m,external_test,3,笛子,0.3247092566399496,0.3173736465588165,0.661151466236212,0.3255091352871068,0.2411347517730496,0.2700395938084528,2,mert_lora_r4,False,False,4,False
MERT+LoRA (r=4),mert_v1_95m,external_test,4,唢呐,0.3608763153355183,0.2095846919804895,0.3020058937780456,0.0966453003608571,0.5259259259259259,0.3977301854417422,2,mert_lora_r4,False,False,3,False
MERT+LoRA (r=4),mert_v1_95m,external_test,5,笙,0.5427354882694079,0.12604702989212,0.4678597854236033,0.2268154802654361,0.750465549348231,0.1164282981924811,2,mert_lora_r4,False,False,2,False
MERT+LoRA (r=4),mert_v1_95m,test,0,二胡,0.9341931216931216,0.0397857454216797,0.9607843137254902,0.0679235610811324,0.9174658529497238,0.0998678191898961,2,mert_lora_r4,False,False,5,False
MERT+LoRA (r=4),mert_v1_95m,test,1,琵琶,0.4312925170068027,0.3764481040806883,0.5,0.5,0.4270833333333333,0.3856980954494504,2,mert_lora_r4,False,False,7,False
MERT+LoRA (r=4),mert_v1_95m,test,2,中阮,0.9573047567650916,0.0189417772851279,0.9185243236967376,0.034542115323754,1.0,0.0,2,mert_lora_r4,False,False,6,False
MERT+LoRA (r=4),mert_v1_95m,test,3,笛子,0.6122387544106398,0.2913179875599171,1.0,0.0,0.4862347969490826,0.3242484974293222,2,mert_lora_r4,False,False,6,False
MERT+LoRA (r=4),mert_v1_95m,test,4,唢呐,0.8205620325997982,0.1029575766285598,0.7581858158080905,0.1825792631101135,0.9123931623931624,0.0088779353375617,2,mert_lora_r4,False,False,7,False
MERT+LoRA (r=4),mert_v1_95m,test,5,笙,0.77569573283859,0.0678824850561102,0.6623197664950455,0.1175220458406843,0.9552110249784668,0.0586018559627013,2,mert_lora_r4,False,False,7,False
MERT+LoRA (r=8),mert_v1_95m,external_test,0,二胡,0.2060614023562387,0.3001157964419054,0.4298850574712644,0.4033352823398696,0.2212389380530973,0.3529853216845863,2,mert_lora_r8,False,True,5,False
MERT+LoRA (r=8),mert_v1_95m,external_test,1,琵琶,0.5232562711331289,0.0850595573570661,0.8703703703703703,0.2245251046848544,0.3999999999999999,0.1239488676806205,2,mert_lora_r8,False,True,4,False
MERT+LoRA (r=8),mert_v1_95m,external_test,2,中阮,0.4038337323372403,0.1953894341867361,0.4557550306786534,0.0789569926134201,0.4148936170212766,0.3177273302780442,2,mert_lora_r8,False,True,2,False
MERT+LoRA (r=8),mert_v1_95m,external_test,3,笛子,0.2674136321195144,0.2666698051585037,0.3355112881806109,0.3211258323197713,0.3829787234042554,0.5229023713806173,2,mert_lora_r8,False,True,6,False
MERT+LoRA (r=8),mert_v1_95m,external_test,4,唢呐,0.4905372405372405,0.0776194567311675,0.4196343709646759,0.1009826062816324,0.6222222222222222,0.1175889471584262,2,mert_lora_r8,False,True,1,True
MERT+LoRA (r=8),mert_v1_95m,external_test,5,笙,0.5066069852477619,0.0284134855756256,0.4734750709301501,0.1551943282146649,0.6294227188081937,0.2022264059973026,2,mert_lora_r8,False,True,5,False
MERT+LoRA (r=8),mert_v1_95m,test,0,二胡,0.9126426004063136,0.0775648674369483,0.9444444444444444,0.0962250448649376,0.8959604766056378,0.1361000880973485,2,mert_lora_r8,False,True,6,False
MERT+LoRA (r=8),mert_v1_95m,test,1,琵琶,0.4468864468864469,0.3994521869660245,0.4666666666666666,0.5033222956847166,0.5416666666666666,0.5051814855409226,2,mert_lora_r8,False,True,6,False
MERT+LoRA (r=8),mert_v1_95m,test,2,中阮,0.9423097974822112,0.0546110539206772,0.8941827337176175,0.094995795426935,1.0,0.0,2,mert_lora_r8,False,True,7,False
MERT+LoRA (r=8),mert_v1_95m,test,3,笛子,0.5719565217391304,0.2735645643874017,1.0,0.0,0.4326015254586683,0.2516930074039794,2,mert_lora_r8,False,True,7,False
MERT+LoRA (r=8),mert_v1_95m,test,4,唢呐,0.8328831915954384,0.0621659058351477,0.7311584840654608,0.0921626211465903,0.9742332830568126,0.0293351220661177,2,mert_lora_r8,False,True,6,False
MERT+LoRA (r=8),mert_v1_95m,test,5,笙,0.8553362573099416,0.1190832551750069,0.7726749189461835,0.1790013213973479,0.9752368647717484,0.0234019002415472,2,mert_lora_r8,False,True,6,False
MERT full fine-tuning,mert_v1_95m,external_test,0,二胡,0.3773046049852133,0.3727117708865757,0.479039039039039,0.4199561056804221,0.3746312684365782,0.4455058635488041,2,mert_full_ft,True,False,2,False
MERT full fine-tuning,mert_v1_95m,external_test,1,琵琶,0.6001985601713963,0.1009741210704454,0.535021963863611,0.0839478242486665,0.7019607843137255,0.2025215895478487,2,mert_full_ft,True,False,3,False
MERT full fine-tuning,mert_v1_95m,external_test,2,中阮,0.1129943502824858,0.1957119556575002,0.2777777777777778,0.4811252243246882,0.0709219858156028,0.1228404828063033,2,mert_full_ft,True,False,4,False
MERT full fine-tuning,mert_v1_95m,external_test,3,笛子,0.1519726024009989,0.1735492119921309,0.2443064182194616,0.33684835733289,0.1205673758865248,0.117182352069917,2,mert_full_ft,True,False,7,False
MERT full fine-tuning,mert_v1_95m,external_test,4,唢呐,0.2741385822365299,0.1304216145934197,0.164002804236719,0.0925137406094939,0.9925925925925926,0.0128300059819917,2,mert_full_ft,True,False,6,False
MERT full fine-tuning,mert_v1_95m,external_test,5,笙,0.1723356009070294,0.2162295308705916,0.3728900255754476,0.3242228449121338,0.1322160148975791,0.182770666030763,2,mert_full_ft,True,False,8,False
MERT full fine-tuning,mert_v1_95m,test,0,二胡,0.9743915343915344,0.0191039730732643,0.9505083732057416,0.0359533219418884,1.0,0.0,2,mert_full_ft,True,False,4,False
MERT full fine-tuning,mert_v1_95m,test,1,琵琶,0.9629629629629628,0.0641500299099584,0.9333333333333332,0.1154700538379251,1.0,0.0,2,mert_full_ft,True,False,5,False
MERT full fine-tuning,mert_v1_95m,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0,2,mert_full_ft,True,False,2,False
MERT full fine-tuning,mert_v1_95m,test,3,笛子,0.9797257012352804,0.0155297617728703,0.9816135084427768,0.0162394634209248,0.9780457637600496,0.0227666792012368,2,mert_full_ft,True,False,2,False
MERT full fine-tuning,mert_v1_95m,test,4,唢呐,0.9786014253599274,0.0077009532581486,0.9904761904761904,0.0164957219768464,0.9676973353443944,0.0294608722315472,2,mert_full_ft,True,False,2,False
MERT full fine-tuning,mert_v1_95m,test,5,笙,0.9694005391679812,0.022214118623296,0.9737295434969854,0.0279001969625245,0.9651825349499767,0.017999266847856,2,mert_full_ft,True,False,2,False
