method,model,layer_index,layer_name,split,label_id,label,f1_mean,f1_std,precision_mean,precision_std,recall_mean,recall_std
MERT layer probe,mert_v1_95m,0,embedding_output,val,2,中阮,0.997289972899729,0.004693904627557958,0.9946236559139785,0.009312101115961634,1.0,0.0
MERT layer probe,mert_v1_95m,0,embedding_output,val,3,笛子,0.9378811869575417,0.041521368626807276,0.9931972789115647,0.01178265855489027,0.8914815926370548,0.08391912585316906
MERT layer probe,mert_v1_95m,0,embedding_output,val,4,唢呐,0.9487902278599952,0.040138759552361666,0.9396825396825398,0.06756760842473893,0.9593198129783497,0.013037235792171325
MERT layer probe,mert_v1_95m,0,embedding_output,val,5,笙,0.9345463715028934,0.044441019131869354,0.9344465058750773,0.0537999273863125,0.9381818181818181,0.07514173934462484
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,0,二胡,0.011066721770675464,0.009586289593237873,0.09259259259259256,0.08486251286955257,0.0058997050147492,0.005109294417607254
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,1,琵琶,0.6507211069235274,0.0631475916786218,0.5606626480163627,0.07999007800411481,0.7803921568627451,0.048980376458026664
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,2,中阮,0.0210526315789473,0.0,1.0,0.0,0.0106382978723404,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,3,笛子,0.5507961370732182,0.012985067130339721,0.3838949024694564,0.013288287387045822,0.975177304964539,0.006142024140315144
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,4,唢呐,0.4291070782287818,0.023831353828948375,0.2807263159375835,0.018343822794043726,0.9111111111111111,0.022222222222222202
MERT layer probe,mert_v1_95m,1,transformer_layer_1,external_test,5,笙,0.2595227981816067,0.01732932279154863,0.3709079992798204,0.01961505048247345,0.20111731843575412,0.02560098153606612
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,0,二胡,0.9738756613756614,0.03248660821960087,0.9503676470588235,0.06093964872886316,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,3,笛子,0.9757936507936509,0.02381944237850619,0.9916666666666667,0.014433756729740658,0.9613636363636364,0.04696358709039047
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,4,唢呐,0.96349376114082,0.00538643057119597,0.9869281045751634,0.02264118702704413,0.941679235796883,0.01885872230619506
MERT layer probe,mert_v1_95m,1,transformer_layer_1,test,5,笙,0.9556060606060606,0.021923671748138147,0.9284691821277189,0.02059073341656715,0.9844961240310077,0.026853500892540783
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,0,二胡,0.9831201137171286,0.017937186018332874,0.9672075726842461,0.034606824498270294,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,3,笛子,0.9450292397660819,0.06967658951394844,0.9761904761904763,0.041239304942116105,0.9170918367346937,0.09561223128525592
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,4,唢呐,0.9487217671878878,0.04862410233669717,0.930708245243129,0.05907339088376433,0.967673248161053,0.03732152695998565
MERT layer probe,mert_v1_95m,1,transformer_layer_1,val,5,笙,0.9599069183167042,0.03852522341865489,0.9685059208868734,0.0382611455672928,0.9514616755793227,0.03881249137194827
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,0,二胡,0.022177832881786565,0.009663156463941197,0.1878306878306878,0.0892048428576051,0.011799410029498433,0.005109294417607312
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,1,琵琶,0.7138098461710857,0.038216296223144916,0.7508552271483305,0.06784774350296655,0.6862745098039215,0.07091427968637301
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,3,笛子,0.5264355742296919,0.028174499464817104,0.3589684980276946,0.026109521851606813,0.9893617021276596,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,4,唢呐,0.4752592416821913,0.006354570163495964,0.3207310554664693,0.008852542818906043,0.9185185185185185,0.02566001196398334
MERT layer probe,mert_v1_95m,2,transformer_layer_2,external_test,5,笙,0.3425714199393162,0.039831903363822314,0.4007935124353659,0.04593116919477172,0.3016759776536313,0.05120196307213229
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,0,二胡,0.9738756613756614,0.03248660821960087,0.9503676470588235,0.06093964872886316,1.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,3,笛子,0.9771139240506329,0.029367612391662475,1.0,0.0,0.9563131313131313,0.0554446781528757
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,4,唢呐,0.963738222561752,0.021553875711224524,0.9710648148148149,0.027850021795175855,0.9577677224736049,0.04423833899264702
MERT layer probe,mert_v1_95m,2,transformer_layer_2,test,5,笙,0.9588204483553321,0.012379929311371135,0.9425620204794459,0.01396434992084373,0.9759491154839992,0.023296551123232548
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,0,二胡,0.9679685985656136,0.015594239901441884,0.9382220654378693,0.029437998812456026,1.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,1,琵琶,0.9007864488808227,0.1430229912066358,1.0,0.0,0.8388888888888889,0.22381374531648535
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,3,笛子,0.9430555555555555,0.01339395939026805,0.9929078014184398,0.012284048280630289,0.8987094837935174,0.034892424539363545
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,4,唢呐,0.9546256834129752,0.040697346510656145,0.9217592592592593,0.07349746643263605,0.9920634920634921,0.01374643498070539
MERT layer probe,mert_v1_95m,2,transformer_layer_2,val,5,笙,0.939246145772552,0.04748175706954148,0.94990482257563,0.05661961718063866,0.9309090909090908,0.06433384004710595
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,0,二胡,0.005464480874316933,0.00946475851130533,0.037037037037037035,0.06415002990995841,0.0029498525073746,0.005109294417607254
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,1,琵琶,0.7577830537403383,0.024434529948527385,0.6571953518013803,0.04759104106082191,0.8980392156862745,0.029607193863806867
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,3,笛子,0.5273422550085907,0.018894909076065204,0.35921047683513835,0.018170189958251388,0.9929078014184398,0.006142024140315144
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,4,唢呐,0.33430248430248427,0.018768540439878877,0.22209421402969787,0.013484094025057704,0.6814814814814815,0.08413197549333738
MERT layer probe,mert_v1_95m,3,transformer_layer_3,external_test,5,笙,0.5109693074377089,0.017613132015461753,0.7657766652760395,0.0009928143094758697,0.38361266294227186,0.019619466951308673
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,0,二胡,0.9791666666666666,0.03608439182435161,0.9607843137254902,0.06792356108113246,1.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,3,笛子,0.9520883495058531,0.053593474800309134,0.9774603174603175,0.02391089531130225,0.9343434343434343,0.11372050756765359
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,4,唢呐,0.9551589287369104,0.017469124140724185,0.9597701149425287,0.06968020490219623,0.9547511312217195,0.040218074286495833
MERT layer probe,mert_v1_95m,3,transformer_layer_3,test,5,笙,0.9556054904156169,0.021315248849996582,0.9361598440545809,0.02173270734386324,0.9759491154839992,0.023296551123232548
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,0,二胡,0.9831201137171286,0.017937186018332874,0.9672075726842461,0.034606824498270294,1.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,1,琵琶,0.9326599326599326,0.059186517950326416,1.0,0.0,0.8777777777777778,0.10715167512214392
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,3,笛子,0.9546485260770975,0.01944832802030984,0.9678760393046106,0.028779729952374825,0.9447278911564626,0.06374148752350393
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,4,唢呐,0.9569113057485149,0.028544555205340237,0.9402356902356902,0.056031781955025686,0.9753864022156705,0.0009359567068594448
MERT layer probe,mert_v1_95m,3,transformer_layer_3,val,5,笙,0.9569327395226677,0.019608943366721338,0.9659154929577465,0.03082287451446827,0.9496969696969697,0.04622379385616565
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,0,二胡,0.004415011037527567,0.007647023432975128,0.0087719298245614,0.015193428136569091,0.0029498525073746,0.005109294417607254
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,1,琵琶,0.7449763593380615,0.03440736730512287,0.7147506275897529,0.08240767261327633,0.788235294117647,0.0771463355800235
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,3,笛子,0.5585719905868212,0.016523785769348213,0.3935992379397155,0.020649449705116178,0.9645390070921986,0.026772462536421054
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,4,唢呐,0.1923937310733733,0.018923552960976548,0.11995062315428444,0.010528076350508939,0.4888888888888889,0.0801233616769775
MERT layer probe,mert_v1_95m,4,transformer_layer_4,external_test,5,笙,0.47991244908469494,0.05978631798798577,0.7854236103309241,0.040574484773214785,0.34636871508379885,0.05387514391616177
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,0,二胡,0.9841269841269842,0.027492869961410718,0.9696969696969697,0.05248638810814775,1.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,3,笛子,0.941871091871092,0.05405462668236563,0.9568574635241301,0.04137368111083903,0.9343434343434343,0.11372050756765359
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,4,唢呐,0.9461798870491593,0.013943973262121894,0.9757575757575757,0.04198911048651825,0.9223227752639517,0.06727996057222005
MERT layer probe,mert_v1_95m,4,transformer_layer_4,test,5,笙,0.9456782790116124,0.038929947038409435,0.9100355054302423,0.049288204371608135,0.9844961240310077,0.026853500892540783
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,0,二胡,0.9950248756218905,0.008617168196860111,0.9901960784313726,0.016980890270283114,1.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,1,琵琶,0.9582027168234065,0.045893816626954506,1.0,0.0,0.9222222222222222,0.08388704928078608
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,2,中阮,0.9956709956709956,0.007498055444021116,0.9914529914529915,0.014803853056144197,1.0,0.0
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,3,笛子,0.9434660175639557,0.005541964703951886,0.9301900584795323,0.03242228952287295,0.9587585034013605,0.035721877230093506
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,4,唢呐,0.9405013591060102,0.029277597280284562,0.9240563530037215,0.05392933490547349,0.9587093123678491,0.015190713327646222
MERT layer probe,mert_v1_95m,4,transformer_layer_4,val,5,笙,0.9526610911183608,0.029127505261282657,0.9681539282379618,0.025560240404049472,0.9381283422459893,0.04120934169583151
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,0,二胡,0.04156521739130433,0.027963138533140128,0.08497474747474744,0.023338784946244792,0.029498525073746232,0.02227089803914677
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,1,琵琶,0.611213282247765,0.002070856710979197,0.5557700430852411,0.055109605954194785,0.6941176470588234,0.10256232808330995
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,3,笛子,0.5742946596817955,0.05158601400220201,0.4152277256090251,0.05812545117640138,0.9432624113475176,0.030710120701575916
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,4,唢呐,0.1378184463865433,0.022677147646659502,0.08472886762360443,0.010704460732582815,0.37777777777777777,0.11758894715842627
MERT layer probe,mert_v1_95m,5,transformer_layer_5,external_test,5,笙,0.3358161254637025,0.0220760065985449,0.7816919191919193,0.08315436475445265,0.2141527001862197,0.014059282002366356
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,0,二胡,0.9947089947089948,0.009164289987137014,0.9895833333333334,0.018042195912175804,1.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,3,笛子,0.946770140428677,0.03566332114687938,0.9631185807656396,0.03577145238933803,0.9361111111111112,0.08988160937424129
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,4,唢呐,0.9493006993006993,0.028554778554778552,0.9811320754716982,0.0326802039163939,0.9225741578682755,0.06902547025839889
MERT layer probe,mert_v1_95m,5,transformer_layer_5,test,5,笙,0.9241939347202505,0.05639196763416356,0.8802897644361058,0.09296897694985538,0.9759491154839992,0.023296551123232548
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,0,二胡,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,1,琵琶,0.8609986504723347,0.13220550499893105,1.0,0.0,0.7722222222222221,0.21103799903580642
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,2,中阮,0.9956709956709956,0.007498055444021116,0.9914529914529915,0.014803853056144197,1.0,0.0
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,3,笛子,0.9297619047619049,0.013402774106187693,0.9279452324665091,0.035263540274337965,0.9323479391756703,0.012246298561903443
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,4,唢呐,0.9356643588260415,0.030380442758950594,0.9211833785004518,0.025329815001490414,0.9509961583132315,0.042061681384021096
MERT layer probe,mert_v1_95m,5,transformer_layer_5,val,5,笙,0.9319947522702581,0.02300713833154675,0.9190328763084182,0.02126786146828174,0.9453475935828877,0.025294287231910483
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,0,二胡,0.1896656534954407,0.13194399378967345,0.23761856100404433,0.07929754083556166,0.17404129793510323,0.15739612474282122
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,1,琵琶,0.600024624828519,0.01168792476946568,0.4461897361897362,0.024796983732855302,0.9215686274509803,0.05921438772761369
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,3,笛子,0.615054490275896,0.027213409698043284,0.5247380355651032,0.105239909733733,0.7836879432624113,0.13301417967029114
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,4,唢呐,0.09548699823993638,0.02644834479693463,0.06309678144588457,0.014543520619461977,0.19999999999999996,0.08012336167697752
MERT layer probe,mert_v1_95m,6,transformer_layer_6,external_test,5,笙,0.44245792805311107,0.04035467017129901,0.7558528951486698,0.05478896036363366,0.31284916201117313,0.03110482884262584
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,0,二胡,0.9947089947089948,0.009164289987137014,0.9895833333333334,0.018042195912175804,1.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,3,笛子,0.976,0.041569219381653026,0.9943502824858758,0.009785597782874987,0.9595959595959597,0.06998185081086374
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,4,唢呐,0.9653693459663609,0.018096549866648833,0.9811320754716982,0.0326802039163939,0.9516088486676723,0.041653156927069376
MERT layer probe,mert_v1_95m,6,transformer_layer_6,test,5,笙,0.945269698101144,0.0431597228951521,0.9097222222222222,0.06100053126666042,0.9844961240310077,0.026853500892540783
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,0,二胡,0.9831201137171286,0.017937186018332874,0.9672075726842461,0.034606824498270294,1.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,1,琵琶,0.9696969696969697,0.05248638810814775,1.0,0.0,0.9444444444444445,0.0962250448649376
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,3,笛子,0.9184038527691779,0.044912552610520684,0.9493362562416271,0.025830151238441866,0.8906812725090036,0.06866074248622275
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,4,唢呐,0.9558787617611149,0.02413634978136994,0.9449413635460147,0.034494633670997914,0.9672563209148576,0.013918441909019039
MERT layer probe,mert_v1_95m,6,transformer_layer_6,val,5,笙,0.9653165316531652,0.030142310838669136,0.9622103386809268,0.03279663638390571,0.9684848484848484,0.028245285327832843
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,0,二胡,0.21584673329397205,0.11192221319621494,0.2228042716230537,0.08264292176251457,0.21828908554572268,0.14922288932084649
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,1,琵琶,0.48401183473334014,0.018369995107360707,0.3404201852863475,0.0194080233423161,0.8431372549019608,0.07188354031303276
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,3,笛子,0.4439963036896733,0.1380662121919949,0.5417343704984154,0.06343414030252863,0.39361702127659576,0.17577352810487565
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,4,唢呐,0.13893475491814875,0.07020970875434897,0.093727168354034,0.03533508171672422,0.3111111111111111,0.25627916877046214
MERT layer probe,mert_v1_95m,7,transformer_layer_7,external_test,5,笙,0.42626780626780625,0.12192245030061567,0.6470957153742454,0.026495423275836122,0.3277467411545623,0.1274347270832449
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,0,二胡,0.9947089947089948,0.009164289987137014,0.9895833333333334,0.018042195912175804,1.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,1,琵琶,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,3,笛子,0.9090187129784049,0.12018522689597191,0.9853036175710593,0.012784946048459183,0.8568491032776747,0.1911097064161233
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,4,唢呐,0.9387212452588543,0.047005806094280456,0.9597222222222221,0.05275949975895159,0.9189291101055806,0.046010742866745336
MERT layer probe,mert_v1_95m,7,transformer_layer_7,test,5,笙,0.8953349282296651,0.11488803234337837,0.8260283946123043,0.17437087564484108,0.9922480620155039,0.013426750446270392
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,0,二胡,0.993939393939394,0.010497277621629563,0.9880952380952381,0.02061965247105799,1.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,1,琵琶,0.949247311827957,0.062101033229169544,0.9278846153846154,0.07737248528572635,0.9722222222222222,0.048112522432468836
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,3,笛子,0.8384259259259258,0.14933193134813674,0.9393939393939394,0.10497277621629557,0.7605292116846739,0.17300847560740015
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,4,唢呐,0.9428705378072467,0.04991070571253007,0.9424603174603176,0.03847160313687733,0.9434765776229191,0.06146129597154233
MERT layer probe,mert_v1_95m,7,transformer_layer_7,val,5,笙,0.9409317124908215,0.05516211392720519,0.9112617924528301,0.08607430391553754,0.9745454545454546,0.02211913647381172
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,0,二胡,0.1582618672297183,0.12141894245878734,0.220719295470126,0.150877850898442,0.1268436578171091,0.1063175297400596
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,1,琵琶,0.49468336268225394,0.03544215622271648,0.3530914530724903,0.02205412297211048,0.8274509803921569,0.08510797809494396
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,3,笛子,0.6008885456738218,0.1357895058505666,0.6998147642557581,0.06849685458607799,0.549645390070922,0.21732699923467463
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,4,唢呐,0.32370678064047326,0.036636386350862596,0.24619042305212516,0.027958246307185002,0.5703703703703703,0.28917364882878727
MERT layer probe,mert_v1_95m,8,transformer_layer_8,external_test,5,笙,0.5686847751034959,0.0953177732565721,0.5935153074948927,0.008565731287541045,0.5605214152700185,0.16059225819255413
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,0,二胡,0.9945355191256832,0.00946475851130535,0.989247311827957,0.018624202231923397,1.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,1,琵琶,0.9629629629629629,0.06415002990995845,0.9333333333333332,0.11547005383792512,1.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,3,笛子,0.9009115545700911,0.10355084588742892,0.9552813852813853,0.0246911546397758,0.8687023294166152,0.18810362549603088
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,4,唢呐,0.9394261701202723,0.045938059737122214,0.954594017094017,0.061491980754640546,0.9254650578179989,0.03908918665979663
MERT layer probe,mert_v1_95m,8,transformer_layer_8,test,5,笙,0.8931502431114735,0.10574014656241255,0.848023848023848,0.17304107304740107,0.9574305969654807,0.015341956449898917
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,0,二胡,0.9889642695612846,0.00969492745325227,0.9782913165266107,0.019062545642599675,1.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,1,琵琶,0.96,0.06928203230275509,0.9487179487179488,0.0888231183368655,0.9722222222222222,0.048112522432468836
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,2,中阮,1.0,0.0,1.0,0.0,1.0,0.0
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,3,笛子,0.8373092628411777,0.14839977726992834,0.9111531986531988,0.08299598204578723,0.7809373749499801,0.18933318193728588
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,4,唢呐,0.9501831501831502,0.043469529805004264,0.957875457875458,0.03015032533544741,0.9428660770124185,0.05614089459840719
MERT layer probe,mert_v1_95m,8,transformer_layer_8,val,5,笙,0.9546233332203574,0.03316607908704288,0.9303892079117674,0.04781745069674563,0.9806060606060606,0.02002752926285857
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,0,二胡,0.07061971700931018,0.048311326894973604,0.1368347338935574,0.01699647781116861,0.0530973451327433,0.046827456833001636
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,1,琵琶,0.5438593808130112,0.04348168856180568,0.3866841900311526,0.03357512016047864,0.9176470588235294,0.0715619121211555
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,2,中阮,0.0,0.0,0.0,0.0,0.0,0.0
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,3,笛子,0.6983305880706473,0.09109938966980723,0.7643160473349152,0.0647006971728524,0.6737588652482268,0.20222095644515256
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,4,唢呐,0.34654004036180086,0.051009760421533976,0.22689121738519122,0.03330454103095044,0.7407407407407408,0.14286890016285864
MERT layer probe,mert_v1_95m,9,transformer_layer_9,external_test,5,笙,0.4607046677518431,0.03378810028287531,0.540264190943308,0.051416764461157595,0.4022346368715084,0.029561467162732856
